Tracking Number,Accession Number,Catalog Number,Family,Genus,Subgenus,Species,Subspecies,Stage,Author,Year,Specimen Number,Collecting Method,Continent,Ocean,Sea/Gulf/Strait,Lake/Pond/Reservoir,Bay/Harbor/Sound,River/Creek,Stream,Mountain Range,Mountain,Island Group,Island,Notes: Locality,Notes: Country,Country,MISCELLANEOUS,Department / Province / State,County,City/Town/Hamlet,Specific Locale,Macro Habitat,Micro Habitat ,Substrate,Temp C,decimal latitude,decimal longitude,Latitude (from),Lat (from) NS,Latitude (to),Lat NS  (to),Longitude (from),Long (from) EW,Longitude   (to) ,Long EW  (to),Elevation from (m),Elevation to (m),Elevation from (f),Elevation to (f),Depth (f) start,Depth (f) end,Depth (m) start,Depth (m) end,Fathoms,Collector,Date Collected,Collection,Donation Date,Notes,Type,Preservation Type,Publication,Collection2
980,M02-10,306711,Muricidae,Murexiella,,macgintyi,,,(M.Smith,1938),1,,,,,,,,,,,,,,,Aruba,,"Malmok,",,,"Sand & Rubble,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
999,10310,315884,Conidae,Conus,,cedonulli,,,Linne,1767,2,,,,,,,,,,,,,,,Aruba,,N.W. Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,Thelma Shoomaker,,Germer,1999,,,,,Germer Collection
987,10319,308788,Volutidae,Voluta,,musica,,,Linne,1758,1,,,,,,,,,,,,,,,Aruba,,"N.W.End of Island,",,,"On sand, 1 foot water, at night,",,,,,,,,,,,,,,,,,,,,,,,,Neal Seamon,May-67,Raeihle,Sep-97,,,,,Raeihle Collection
997,10310,314162,Muricidae,Murex,,chrysostoma,,,Sowerby,1834,2,,,,,,,,,,,,,,,Aruba,,N.W.Indies,,,Beach drift,,,,,,,,,,,,,,,,,,,,,,,,Thelma Schronmatar,1943,Germer ,1999,,,,,Germer Collection
995,10310,313684,Cypraeidae,Cypraea,,spurca,acicularis,,(Gmelin,1791),2,,,,,,,,,,,,,,,Aruba,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.H.Cormans,,Germer,8-Oct-99,,,,,Germer Collection
990,10310,311831,Marginellidae,Marginella,,marginata,,,(Born,1778),1,,,,,,,,,,,,,,,Aruba,,"North West Indies,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,8-Oct-99,,,,,Germer Collection
981,M02-10,306898,Conidae,Conus,,columba,,,Hwass,1791,1,,,,,,,,,,,,,,,Aruba,,"Pova Beach,",,,"walking on sand bottom,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
982,M02-10,306899,Conidae,Conus,,columba,,,Hwass,1791,1,,,,,,,,,,,,,,,Aruba,,"Pova Beach,",,,"walking on sand bottom,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
985,10318,307938,Olividae,Oliva,,reticularis,,,Lamarck,1810,1,,,,,,,,,,,,,,,Aruba,,"SE coast,","Near California Lighthouse,",,"In 6 feet water under sand,",,,,,,,,,,,,,,,,,,,,,,,,Neal Seamon,May-67,Raeihle,Sep-97,,,,,Raeihle Collection
986,10318,308293,Muricidae,Murex,,breviformis,,,(Lamarck,1822),4,,,,,,,,,,,,,,,Aruba,,"Spanish Lagoon,","under bridge 3 feet water,",,,,,,,,,,,,,,,,,,,,,,,,,,Neal Seamon,May-67,Raeihle,Sep-97,feedin on Brachidontes exutus.,,,,Raeihle Collection
984,M02-10,307337,Turbinellidae,Vasum,,muricatum,,,(Born,1778),1,,,,,,,,,,,,,,,Aruba,,"Spanish Lagoon,",,,"Skin diving,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Aug-67,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
1000,210310,316752,Olividae,Oliva,,fulgurator,,,Roeding,1798,2,,,,,,,,,,,,,,,Aruba,,West Indies,Duihuland,,,,,,,,,,,,,,,,,,,,,,,,,,Thelma Schoonmaker,1942,Germer,1999,,,,,Germer Collection
978,9781,253616,Conidae,Conus,,hieroglyphus,,,Duclos,1833,1,,,,Caribbean Sea,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"January, 1981",Sophia Johnson,8-Jul-90,Live collected.,,,,Johnnie Johnson Collection
979,9781,254018,Conidae,Conus,,mus,,,Hwass,1792,1,,,,Caribbean Sea,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Sophia Johnson,8-Jul-90,Under rocks at 25 feet.,,,,Johnnie Johnson Collection
983,M02-10,306907,Conidae,Conus,,jaspideus,,,Gmelin,1791,3,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
988,10310,311417,Olividae,Oliva,,reticularis,olorinella,,Duclos,1835,1,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,8-Oct-99,,,,,Germer Collection
989,10310,311438,Olividae,Jaspidella,,jaspidella,,,(Gmelin,1791),1,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.H.Cromas,,Germer,8-Oct-99,,,,,Germer Collection
991,10310,312760,Fissurellidae,Fissurella,,nimbosa,,,(Linne,1758),3,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.Henry Cromans,,Germer,8-Oct-99,"ex: Zoological Museum Amsterdam, Holland",,,,
992,10310,312776,Fissurellidae,Hemitoma,,octoradiata,,,(Gmelin,1791),3,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr,H.Cormans",1960,Germer,8-Oct-99,,,,,
993,10310,313015,Fissurellidae,Diodora,,dysoni,,,(Reeve,1850),1,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.H.Corman,,Germer,8-Oct-99,,,,,
994,10310,313281,Acmaeidae,Acmaea,,pustulata,,,(Helbling,1779),3,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Henry Cormans,,Germer,8-Oct-99,,,,,
996,10310,313878,Cypraeidae,Cypraea,,cinerea,,,(Gmelin,1701),3,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer ,1999,,,,,Germer Collection
998,10310,315883,Conidae,Conus,,cedonulli,,,Linne,1767,2,,,,,,,,,,,,,,,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.H.Coomans,,Germer,1999,,,,,Germer Collection
6,9853,289109,Conidae,Conus,,puncticulatus,,,Hwass,1792,1,,,,,,,,,,,,,,,Australia,,"King's Reef,","Kurrumine,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,Locality probably wrong.,,,,"Grace G. Eddison, MD Collection."
1,210310,318737,Cymatiidae,Biplex,,pulchellum,,,Forbes,1852,4,,,,,,,,,,,,,,,Australia,,North Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,Ton Rombouts,,Germer,1999,,,,,Germer Collection
3,210310,318739,Cymatiidae,Gyrineum,,pussillum,,,(Broderip,1832),5,,,,,,,,,,,,,,,Australia,,Queensland,Cape Moreton,,,,,,,,,,,,,,,,,,,,,,,,,,Ton Rombouts,,Germer,1999,,,,,Germer Collection
2,210310,318738,Cymatiidae,Biplex,,jaccundum,,,(A.Adams,1853),1,,,,,,,,,,,,,,,Australia,,Queensland,Kappel Bay,,16 fathoms off White Ark Creek,,,,,,,,,,,,,,,,,,,,,,,,Ton Rombouts,,Germer,1999,,,,,Germer Collection
64,,20785,Arcidae,,,,,,,,1,,,,,,,,,,,,,Locality Questionable,,Bahamas,,Andros,Stannard Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,M01-03,307195,Limidae,Ctenoides,,scaber,,,(von Born,1778),2,,,,,,,,,,,,Andros Island,,,Bahamas,,,"reef crest,",,"4ft deep at crest, 10ft below boat, 24o51'32.0""""N, 77o52'5""""W",,,,,,,,,,,,,,,,,,,,,,,,PMM et al.,5-Sep-00,P.M. Mikkelsen,31-Aug-00,,,,,CBC Bahamas 2000 Survey
299,M01-03,307191,Limidae,Lima,,caribaea,,,d'Orbigny,1842,2,,,,,,,,,,,,Andros Island,,,Bahamas,,,waypoint 144,,"39ft. deep on transect 24d54'43.8""""N, 77d52'56.92""""W to -43.21""""N, -57.97""""W",,,,,,,,,,,,,,,,,,,,,,,,PMM & GH,28-Aug-00,P.M. Mikkelsen,31-Aug-00,MgCl2 -> Formalin fixed -> EtOH,,,,CBC Bahamas 2000 Survey
300,M01-03,307192,Limidae,Lima,,caribaea,,,d'Orbigny,1842,2,,,,,,,,,,,,Andros Island,,,Bahamas,,,waypoint 277,,"7ft. deep 24o54'44.42""""N, 77o53'51.80""""W, rubble in back reef pavement zone",,,,,,,,,,,,,,,,,,,,,,,,PMM et al.,29-Aug-00,P.M. Mikkelsen,31-Aug-00,found with many gorgonians MgCl2 -> formalin fixed -> EtOH,,,,CBC Bahamas 2000 Survey
301,M01-03,307193,Limidae,Lima,,caribaea,,,d'Orbigny,1842,2,,,,,,,,,,,,Andros Island,,,Bahamas,,,waypoint 277,,"7ft. deep 24o54'44.42""""N, 77o53'51.80""""W, rubble in back reef pavement zone",,,,,,,,,,,,,,,,,,,,,,,,PMM et al.,29-Aug-00,P.M. Mikkelsen,31-Aug-00,found with many gorgonians,,,,CBC Bahamas 2000 Survey
302,M01-03,307194,Limidae,Ctenoides,,mitis,,,(Lamark,1807),2,,,,,,,,,,,,Andros Island,,,Bahamas,,,waypoint 277,,"7ft. deep 24o54'44.42""""N, 77o53'51.80""""W, rubble in back reef pavement zone",,,,,,,,,,,,,,,,,,,,,,,,PMM et al.,29-Aug-00,P.M. Mikkelsen,31-Aug-00,found with many gorgonians MgCL2 -> formalin fixed -> EtOH,,,,CBC Bahamas 2000 Survey
7,,41796,Strophocheilidae,Strophocheilus,,oblongus,musculus,,Bequaert,1948,2,,South America,,,,,,,,,,,,,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Cited,Not Cited,,,"ex Jay Collection 4972. The holotype from Villarrica, Paraguay, is in MCZ no. 62471. Numerous paratypes from a number of localities in Paraguay and Argentina are deposited in MCZ, USNM, and CNHM (%fide% Bequaert, l948, p. 83). The locality """"Bolivia"""" is considered by Bequaert to b",PARATYPES, ,"pp. 82-83, pl. 12, fig. 6; pl. 20, fig. 1; pl. 31, fig. 4",
45,,317264,Haplotrematidae,Haplotrema,,sportella,hybridum,semidecussatum,(Gratacap,),1,,North America,,,,,,,,,,,Locality Questionable,,Canada,,? British Columbia,"? Uclnelet, Vancouver Island",,"? On ground, damp area in coniferus forest ",,,,,,,,,,,,,,,,,,,,,,,,,? 20 August 1969,,,"Originally included in same container as lot cataloged as 317363, which has location information on its label",,alc,,"? A. Taxson, leg"
123,9853,289063,Conidae,Conus,,erythraensis,,,Reeve,1843,2,,,,Gulf of Oman,,,,,,,,,,,Djibouti,"Afar & Issas Territory,",,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
124,9714,270430,Conidae,Conus,,terebra,,,Born,1778,1,,,,Gulf of Aden,,,,,,,,,,,Djibouti,"Afars & Isas Territory,",,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,15-Dec-89,Collected in sand.,,,,Kay C. Vaught Collection
67,10250,294279,Fissurellidae,Fissurella,,obscura,,,Sowerby,1835,1,,,,,,,,,,,,,,[Equador],Ecuador,,"Galapagos Islands,",,,,,,,,,,,,,,,,,,,,,,,,,,,Jacobs,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
66,,56085,Camaenidae,Helix,,planorbis,,,Jay,1839,1,,,Pacific Ocean,,,,,,,,,,,,Ecuador,,Gulf of Guayaquil,Island of Togobo,,,,,,,,,,,,,,,,,,,,,,,,,,Captain Sloat,Not Cited,,,"ex Jay Collection 3984. Jay (1848, p. 170; 1850, p. 155) states that this species is Helix monile Brod. The species is figured by Pilsbry (1889, pp. 192-193, pl. 53, figs. 11-13) as Helix monile Broderip, 1832. ",HOLOTYPE, ,"p. ll2, pl. 1, figs. 6, 7",
17,9853,298617,Naticidae,Polinices,,sordidus,,,Swainson,1921,1,dredged,,,,,,,,,,,,,,Iceland,,"North Atlantic,",,,"deep water, 30-90 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,"ex. M. Labisse, 1 June 1965",,,,Grace G. Eddison M.D. Collection
18,9853,298617,Naticidae,Polinices,,sordidus,,,Swainson,1921,1,dredged,,,,,,,,,,,,,,Iceland,,"North Atlantic,",,,"deep water, 30-90 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,"ex. M. Labisse, 1 June 1965",,,,Grace G. Eddison M.D. Collection
46,,318475,Veneridae,Meretrix,,sp.,,,,,1,,,,Red Sea,,,,,,,,,Locality Questionable,,Israel,,,? Eliat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ex Kevin Lamprell Collection
273,,225192,Hydrobiidae,Belgrandia,,mariatheresiae,,,Giusti & Pezzioli,1972,3,,,,,,,,,,,,,,,Italy,Ancona,Fabriano,,,Fonte di San Cassiano ,,,,,,,,,,,,,,,,,,,,,,,,E. Pezzioli,10-Aug-68,,,"ex M. Taviani. The holotype is in Museo Civico di Storia Naturale di Milano. Additional paratypes are in the Senckenberg Museum, Frankfurt, no. SMF 225954/74, and in the Giusti and Pezzioli Collections (fide Giusti and Pezzioli, 1972, p. 208). ",PARATYPES, ,"pp. 203-209, figs. 1-0",
137,10250,293877,Marginellidae,Marginella,,desjardini,,,Marche-Marchad,1957,2,,Africa,,,,,,,,,,,,,Ivory Coast,,,"Abidjan,",,,,,,,,,,,,,,,,,,,,,,,,,,Johnson,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
156,10050,283146,Muricidae,Phyllonotus,,duplex,,,Roeding,1798,1,,Africa,Atlantic Ocean,,,,,,,,,,,,Ivory Coast,,,"E.Abdijan,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,"Sand, 10 feet.",,,,Katherine C. Vaught Collection.
150,9461,237915,Turbinellidae,Vasum,(Vasum),rhinoceros,,,(Gmelin,1791),1,,Africa,Pacific Ocean,,,,,,,,,,,,Kenya,,,"Shelly Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Alice D. Barlow,Dec-85,,,,,Alice Denison Barlow Collection
133,10153,291140,Conidae,Conus,,ebraeus,,,Linne,1758,4,,Africa,,,,,,,,,,,,,Kenya,,,South of Kilifi Creek,,wateline,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,Jul-73,Barbara Walton,27-Aug-97,,,,,
154,9714,270783,Conidae,Conus,,textile,,,Linnaeus,1758,2,,Africa,Indian Ocean,,,,,,,,,,,,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,6-Apr-67,Kay C. Vaught,15-Dec-89,"Collected in low spring tide, at edge of reef.",,,,Kay C. Vaught Collection
135,10153,293249,Neritidae,Neritina,,glabrata,,,Sowerby,1849,3,,Africa,,,,,,,,,,,,,Liberia,,,"Marshall Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,,Barbara Walton,27-Aug-97,,,,,
127,,226524,Costellariidae,Thala,,africana,,,Rolan,1995,1,,Africa,Atlantic Ocean,,,,,,,,,,,,Luanda,,,Corimbo,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Rolan,,,,    ,PARATYPE, ,,
68,,54,Argonautidae,Argonauta,,argo,,,Linnaeus,1758,-1,,,,,,,,,,,,,,,Malaysia,,"Malay Archipelago,",,,,,,,,,,,,,,,,,,,,,,,,,,,A.S. Bickmore,,,,,,,,
126,,94263,Strombidae,Strombus,(Canarium),mutabilis,ochroglottis,,Abbott,1960,1,,Africa,Indian Ocean,,,,,,,,,,,,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Cited,Not Cited,,,"ex R. T. Abbott, ANSP Collection. The holotype from Mauritius is in ANSP no. 250187. Paratypes are in ANSP no. 185466, USNM nos. 26652a, 465685 and in MCZ (%fide% Abbott, 1960, p. 75).  ",PARATYPE, ,"pp. 74-75, pl. 20, figs. 9, 10",
157,10093,287634,Ovulidae,Primovula,(Adamantia),bellacqae,,,Cardin,,1,,Africa,Atlantic Ocean,,,,,,,,,,,,Morocco,West Morocco,,Betw. Safi and Agadir,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Charles Cardin,17-Apr-97,To be published,HOLOTYPE,,,Charles Cardin Gift
158,10093,287635,Ovulidae,Primovula,(Adamantia),bellacqae,,,Cardin,,2,,Africa,Atlantic Ocean,,,,,,,,,,,,Morocco,West Morocco,,"Between Safi and Agadir,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Charles Cardin,17-Apr-97,,,,,Charles Cardin Gift
138,10250,294805,Conidae,Conus,,gubernator,,,Hwass,1792,1,,Africa,,,,,,,,,,,,,Mozambique,,,"Nacala,",,"Feras,",,,,,,,,,,,,,,,,,,,,,,,,Don. Dan.,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
139,10250,294805,Conidae,Conus,,gubernator,,,Hwass,1792,1,,Africa,,,,,,,,,,,,,Mozambique,,,"Nacala,",,"Feras,",,,,,,,,,,,,,,,,,,,,,,,,Don. Dan.,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
151,9707,246446,Muricidae,Murex,,tribulus,,,Linnaeus,1758,1,,Africa,Pacific Ocean,,,,,,,,,,,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Thomas A. Burch,11-Aug-89,,,,,Rose Burch Collection
8,10055,304128,Strombidae,Lambis,,chiragra,,,Linne,1758,1,,,,,,,,,,,,,,,New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Dr. Edward A. Dunlap,27-Oct-95,"ex, B. Wilbur Collection",,,,Dr. Edward A. Dunlap Collection
4,210310,318206,Bursidae,Bursa,,calcipicta,,,Dall,1908,11,dredged,,,,,,,,,,,,,,Panama,,West,Bahia Honda,,,,,,,,,,,,,,,,,,,,,,,,,,Willam Beebe,1936,Germer,1999,,,,,Germer Collection
47,,318479,Veneridae,Anomalocardia,,imbricata,,,Sowerby Jr.,,1,,,,,,,,,,,,,Locality Questionable,,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ex Alan Hintons, location unknown, coll. prob P.N.G.",,,,ex Kevin Lamprell Collection
69,10079,297455,Nautilidae,Nautilus,,pompilius,,,Linnaeus,1758,(6)2,,,,,,,,,,,,,Locality Questionable,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,New York Aquarium,13-Aug-96,"died at aquarium, aquarium exhibit",,,,ex. New York Aquarium
70,10079,297455,Nautilidae,Nautilus,,pompilius,,,Linnaeus,1758,(6)2,,,,,,,,,,,,,Locality Questionable,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,New York Aquarium,13-Aug-96,"died at aquarium, aquarium exhibit",,,,ex. New York Aquarium
155,10050,283145,Muricidae,Phyllonotus,,duplex,,,Roeding,1798,1,,Africa,Atlantic Ocean,,,,,,,,,,,,Senegal,,,"N.Gor,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,20 feet in sand.,,,,Katherine C. Vaught Collection.
130,10153,290390,Epitoniidae,Opalia,,crenata,,,Linne,1758,2,,Africa,,,,,,,,,,,,,Senegal,,,"N'Gur near Dakar,",,"on beach,",,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,,Barbara Walton,27-Aug-97,,,,,
134,10153,293014,Volutidae,Volute,,sp,,,,,1,,Africa,,,,,,,,,,,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,1968,Barbara Walton,27-Aug-97,,,,,
132,10153,290756,Littorinidae,Tectarius,,granosus,,,Philippi,1846,2,,Africa,,,,,,,,,,,,,Sierra Leon,,,"Freetown,",,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,,Barbara Walton,27-Aug-97,,,,,
72,,61951,Unionidae,Cafferia,,caffra,,,(Krauss,1848),2,,,,,,,,,,,,,,[South Africa],South Africa,,"Cape of Good Hope,","Cape Colony,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,,,ex. S. Rauss ID J. Cordeiro 12 July 1999,,,,
71,,35523,Unionidae,Cafferia,,caffra,,,(Krauss,1848),1,,,,,,,,,,,,,,,South Africa,,"Cape of Good Hope,","Cape Colony,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,,,"ex. I.S. Oldroyd, Stanford University ID J. Cordeiro 12 July 1999",,,,
131,10153,290564,Epitoniidae,Gyroscala,,coronatum,,,(Lamarck,1816),1,,Africa,,,,,,,,,,,,,South Africa,,,"Jeffrey's Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,,Barbara Walton,27-Aug-97,,,,,
48,,318466,Veneridae,Periglypta,,sp.,,,,,1,,,,,,,,,,,,,Locality Questionable,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ex Kevin Lamprell Collection
65,9565,245756,Harpidae,Morum,,grande,,,A. Adams,1855,1,,,Pacific Ocean,,,,,,,,,,Locality Questionable,,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,T. C. Lan,20-May-86,"Specimen contained animal which was sent to Roger Hughes in Wales, June 26, 1986",,,,T. C. Lan Gift
5,210310,318879,Muricidae,Pterynotus,,alatus,,,(Roeding,1798),1,,,,,,,,,,,,,,,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,1999,,,,,Germer Collection
152,9825,255081,Stomatellidae,Stomatella,,articulata,,,Adams,,2,,Africa,Pacific Ocean,,,,,,,,,,,,Tanzania,,,"Makatumba,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,10-Apr-65,Elaine S. Phillips,25-May-91,"Under small rock in dirty sand, 3 feet below datum south side of sand spit",,,,Elaine S. Phillips Gift
142,10250,294824,Conidae,Conus,,augur,,,Lightfoot,1786,1,,Africa,,,,,,,,,,,,Zanzibar,Tanzania,,,"Moongar Reef,",,,,,,,,,,,,,,,,,,,,,,,,,,Hans,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
143,10250,294824,Conidae,Conus,,augur,,,Lightfoot,1786,1,,Africa,,,,,,,,,,,,Zanzibar,Tanzania,,,"Moongar Reef,",,,,,,,,,,,,,,,,,,,,,,,,,,Hans,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
125,,29875,Cardiidae,Trachycardium,,rubicundum,,,"(Reeve,",1844),1,,Africa,,,,,,,,,,,,Zanzibar,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harris,,,,,,,,
136,10250,293860,Conidae,Conus,,augur,,,Lightfoot,1786,1,,Africa,,,,,,,,,,,,Zanzibar,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stix,,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
146,10318,308155,Strombidae,Strombus,,fusiformis,,,Sowerby,1842,2,,Africa,,,,,,,,,,,,Zanzibar,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raeihle,Sep-97,"from Makame through D""""Atilio",,,,Raeihle Collection
149,9369,237838,Turbinellidae,Vasum,(Vasum),rhinoceros,,,(Gmelin,1791),4,,Africa,Pacific Ocean,,,,,,,,,,,Zanzibar,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Dorothy Germer,Sep-84,Dorothy Germer Collection,,,,Dorothy Germer Collection
85,,169076,Unionidae,Venustaconcha,,ellipsiformis,,,(Conrad,1836),1,,,,,,,,,,,,,,,U.S.A.,,"Arkansas,","Salem, Fulton County,",,"Spring River,",,,,,,,,,,,,,,,,,,,,,,,,,,Schweitzer,1971,det. J. Cordeiro 28 May 1999,,,,Schweitzer Collection
50,M2005-06,315126,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),7,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,"50-65 units, (From Oct - Dock)",,,,,,,,,,,,,,,,,,,,,,,,,,David R. Franz,26-Apr-05,ID and locality information deduced from grouping of lots and transmittal documents,,,,
61,M2005-06,315138,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),20+,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,Central cove,,,,,,,,,,,,,,,,,,,,,,,,,3-Apr-69,David R. Franz,26-Apr-05,"""(5 pooled samples)""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
55,M2005-06,315132,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),10,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,west flat,,,,,,,,,,,,,,,,,,,,,,,,,November ,David R. Franz,26-Apr-05,"""44-47mm""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
54,M2005-06,315131,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),20+,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,west flats,,,,,,,,,,,,,,,,,,,,,,,,,Nov-69,David R. Franz,26-Apr-05,"""Sta. 56""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
57,M2005-06,315134,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),7,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,West flats NW,,,,,,,,,,,,,,,,,,,,,,,,,,David R. Franz,26-Apr-05,"""33-37 mm""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
49,M2005-06,315125,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),15+,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Aug-70,David R. Franz,26-Apr-05,"""Live""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
51,M2005-06,315128,Cylichnidae,? Acteocina,,? canaliculata,,,(Say,1826),9,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,,,,,,,,,,,,,,,,,,,,,,,,,,,David R. Franz,26-Apr-05,"""No. 487""; ID and locality information deduced from grouping of lots and transmittal documents",,,,
52,M2005-06,315129,Cylichnidae,Acteocina,,? canaliculata,,,(Say,1826),20+,,,,,,Long Island Sound,,,,,,,Locality Questionable,,U.S.A.,,Connecticut,Beebe Cove,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Aug-70,David R. Franz,26-Apr-05,5 Peterson grabs; ID and locality information deduced from grouping of lots and transmittal documents,,,,
