Tracking Number,Accession Number,Catalog Number,Family,Genus,Subgenus,Species,Subspecies,Stage,Author,Year,Specimen Number,Collecting Method,Continent,Ocean,Sea/Gulf/Strait,Lake/Pond/Reservoir,Bay/Harbor/Sound,River/Creek,Stream,Mountain Range,Mountain,Island Group,Island,Notes: Locality,Notes: Country,Country,MISCELLANEOUS,Department / Province / State,County,City/Town/Hamlet,Specific Locale,Macro Habitat,Micro Habitat ,Substrate,Temp C,decimal latitude,decimal longitude,Latitude (from),Lat (from) NS,Latitude (to),Lat NS  (to),Longitude (from),Long (from) EW,Longitude   (to) ,Long EW  (to),Elevation from (m),Elevation to (m),Elevation from (f),Elevation to (f),Depth (f) start,Depth (f) end,Depth (m) start,Depth (m) end,Fathoms,Collector,Date Collected,Collection,Donation Date,Notes,Type,Preservation Type,Publication,Collection2
512,9678,241842,Mitridae,Mitra,,hebes,,,Reeve,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Fernandes,,Israel Bendersky,20-Apr-89,"Dredged 20 meters, sand bottom",,,,Israel Bendersky Collection
514,9700,242675,Coralliophilidae,Coralliophila,,occidentale,,,Kosuge & Fernandes,1988,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Fernandes,Aug-85,Francisco Fernandes,8-Jun-89,Dredged 60 meters,PARATYPE,,Bull. Inst. Malac. Tokyo 2(6):96-97,Francisco Fernandes Gift
516,9739,246694,Tonnidae,Tonna,,galea,,,(Linnaeus,1758),1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,12-Apr-90,Ex Elaine Phillips Collection,,,,Walter E. Sage Gift
518,9716,251790,Olividae,Agaronia,,acuminata,,,Lamarck,1811,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter E. Sage,22-Dec-89,,,,,Alan F. Brown Collection
521,9714,252521,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,15-Dec-89,"Sand, 50 feet, by fishermen",,,,Kay C. Vaught Collection
522,9714,252522,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,15-Dec-89,"Sand, 50 feet, by fishermen",,,,Kay C. Vaught Collection
557,9781,253383,Marginellidae,Marginella,,huberti,,,Clover,1972,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,18-Jan-82,Sophia Johnson,8-Jul-90,"Dredged off Luanda at 4o mts deep, in a rock bottom.",,,,Johnnie Johnson Collection
566,9781,253399,Terebridae,Terebra,,pseudoturbinella,,,Talavera,1975,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,18-Jan-82,Sophia Johnson,8-Jul-90,"Dredged at 40 meters deep, off Luanda, in sand & mud bottom.",,,,Johnnie Johnson Collection
579,9781,254222,Conidae,Conus,,pulcher,,,Lightfoot,1786,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Sophia Johnson,8-Jul-90,,,,,Johnnie Johnson Collection
609,9934,267512,Pyramidellidae,Miralda,,superba,,,Rolßn & Fernandes,1993,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,E.Rolßn,,E.Rolßn,"Dec. 6, 1993",,PARATYPE,,"Notiziario CISMA, vol. 14, pp.5-12.",Emilio Rolßn Gift
613,9714,268482,Conidae,Conus,,pineaui,,,Pin & Leung Tack,,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"October, 1983",Kay C. Vaught,15-Dec-89,"Collected by diver at 75 feet, in muddy sand.",,,,Kay C. Vaught Collection
637,9879,274639,Muricidae,Pteropurpura,,benderskyi,,,Emerson & D'Attilio,1979,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"July, 1982",Mrs.Peter R. Fleischner,25-Jun-92,"Dredged from 40-50 meters, sand & rock bottom, off Luanda.",,,,Mrs. Peter R. Fleischner Collection.
638,9879,274933,Coralliophilidae,Coralliophila,,kraemmeri,,,Knudsen,1956,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"January, 1982",Mrs.Peter R. Fleischner,25-Jun-92,Collected in nets by fishermen at 40-50 meters off Luanda.,,,,Mrs. Peter R. Fleischner Collection.
639,9879,274945,Coralliophilidae,Emozania,,jarli,,,Knudsen,1956,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"February, 1981",Mrs.Peter R. Fleischner,25-Jun-92,Collected in nets by fishermen at 40 meters.,,,,Mrs. Peter R. Fleischner Collection.
687,9587,276034,Muricidae,Murex,,cornutus,,,Linnaeus,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
688,9879,276126,Terebridae,Terebra,,corrugata,,,Lamarck,1822,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Trawled off Luanda.,,,,Mrs. Peter R. Fleischner Collection.
694,9587,276995,Cancellariidae,Cancellaria,,cancellata,,,Linnaeus,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
700,9947,277836,Coralliophilidae,Babelomurex,,babelis,,,Requien,1848,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"July, 1979",Mrs. Peter R. Fleischner,10-Dec-93,Dredged at 60-80 meters off Luanda.,,,,Mrs. Peter R. Fleischner Collection.
702,9587,277960,Olividae,Oliva,,flammulata,,,Lamarck,1811,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
703,9587,278450,Fasciolariidae,Latirus,,filosus,,,Schubert & Wagner,1829,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
711,10050,284577,Muricidae,Hexaplex,,rosarium,,,Roeding,1798,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,Collected in fishermens nets.,,,,Katherine C. Vaught Collection.
712,10050,284715,Muricidae,Nuricanthus,,megacerus,,,Sowerby,1834,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,,,,,Katherine C. Vaught Collection.
713,10050,285066,Muricidae,Pteropurpura,,benderskyi,,,Emerson & D'Attilio,1979,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,11-Nov-77,Katherine C. Vaught,17-Jul-95,"Dredge at 50 mtrs. deep off Luanda, on a sand-mud bottom.",,,,Katherine C. Vaught Collection.
714,10050,285067,Muricidae,Pteropurpura,,benderskyi,,,Emerson & D'Attilio,1979,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"April, 1983",Katherine C. Vaught,17-Jul-95,60 M.,,,,Katherine C. Vaught Collection.
722,9853,288554,Cypraeidae,Cypraea,,stercoraria,,,Linne,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
729,9853,288981,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,J.Dichmont,"March, 1965",Grace G. Eddison,25-Oct-91,Skin diving.,,,,"Grace G. Eddison, MD Collection."
744,9853,289401,Muricidae,Phyllonotus,,hoplites,,,Fisher,1878,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,,J.Dichmont,1964,Grace G. Eddison,25-Oct-91,5-15 feet.,,,,"Grace G. Eddison, MD Collection."
424,M02-10,306908,Conidae,Conus,,grayi,,,Reeve,1844,1,,,,,,,,,,,,,,,Angola,,Luanda.,"Praia do Sol,",,"At low tide on sand,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
724,9853,288953,Conidae,Conus,,genuanus,,,Linne,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luando Harbor,",,,,,,,,,,,,,,,,,,,,,,,,,,,J.Dichmont,"March, 1965",Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
538,9781,252856,Conidae,Conus,,aemulus,,,Reeve,1844,4,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luando,","Bahia do Mussulo,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"January, 1974",Sophia Johnson,8-Jul-90,"On mangroves and rocks, 16 kms. off Luando.",,,,Johnnie Johnson Collection
555,9714,253198,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Lucira Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,"December l5, l989","Sand, 2-3 meters",,,,Kay C. Vaught Collection
590,9587,259539,Conidae,Conus,,zebroides,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Lucira Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,"December 30, l987",Dredged from 10 fathoms,,,,Melvin B. Robin Collection
610,9876,267911,Conidae,Conus,,zebroides,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Lucira Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,R. E. Hubert,"June, 1969",Walter E. Sage,20-Jun-92,"On sand, 10 fathoms.",,,,Walter E. Sage Gift
378,10316,297919,Conidae,Conus,,micropunctatus,,,Rolan & Rockel,2000,1,,,,,,,,,,,,,,,Angola,,"Lucira,",,,"1-3 meters,",,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,Emilio Rolan,3-Mar-00,snorkeling,PARATYPE,,"Rolan, E. & D. Rockel 2000. Argonauta, 13(2): 5-44, 150 figs.",
379,10316,297919,Conidae,Conus,,micropunctatus,,,Rolan & Rockel,2000,1,,,,,,,,,,,,,,,Angola,,"Lucira,",,,"1-3 meters,",,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,Emilio Rolan,3-Mar-00,snorkeling,PARATYPE,,"Rolan, E. & D. Rockel 2000. Argonauta, 13(2): 5-44, 150 figs.",
623,9879,273004,Conidae,Conus,,variegatus,,,Kiener,1845,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Luciras Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Ambar,1972,Mrs. Peter R. Fleischner,25-Jun-92,Found under stones at 8-10 m.,,,,Mrs. Peter R. Fleischner
353,9853,294734,Veneridae,Venerupis,,dura,,,(Gmelin,1791),2,,,,,,,,,,,,,,,Angola,,"Masulo,",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace C. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison MD Collection
330,,275788,Marginellidae,Marginella,,undulans,,,Gofas & Fernandes,1994,4,,,Atlantic Ocean,,,,,,,,,,,,Angola,,Mo‡ƒmedes,"Praia Am‚lia, Namibe",,"2-3m, on rocks & buried in sand ",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Oct. 1987,,,"ex Fernandes paratype lot.  Holotype in MNHN, 1 paratype each in BM(NH), IIT, NM, UAN, 20 paratypes in Fernandes Collection (4 now this AMNH lot).  ",PARATYPES, ,"J. Conch. 35(2): 110-111, figs. 10, 23.",
331,,275789,Marginellidae,Marginella,,carquejai,,,Gofas & Fernandes,1994,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,Mo‡ƒmedes,"Praia Am‚lia, Namibe",,"2-5m, on rocks ",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1991,,,"ex Fernandes paratype lot.  Holotype in MNHN, 1 paratype each in BM(NH), IIT, NM, UAN, 10 paratypes in Fernandes Collection (1 now this AMNH lot).  ",PARATYPE, ,"J. Conch. 35(2): 113-115, figs. 14, 20.",
622,9879,273003,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocamedes,","Armado Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Collected at 25 fms,,,,Mrs. Peter R. Fleischner
732,9853,288985,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocamedes,","Caco Mar,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
620,9879,273001,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocamedes,","Conchas Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,,,,,Mrs. Peter R. Fleischner
692,9879,276619,Conidae,Conus,,variegatus,,,Kiener,1848,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocamedes,","Conchas Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Collected in shallow water under stones.,,,,Mrs. Peter R. Fleischner Collection.
733,9853,288986,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocamedes,","Conchas Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,Under stones.,,,,"Grace G. Eddison, MD Collection."
437,9946,310084,Marginellidae,Marginella,,praiameliensis,,,Fernandes & Alver,1991,1,,,,,,,,,,,,,,,Angola,,"Mocamedes,","Praia Amelia,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
725,9853,288969,Conidae,Conus,,variegatus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mocameds,","Pipas Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
448,9946,310155,Nassariidae,Nassarius,,plicatellus,,,A.Adams,1851,2,,,,,,,,,,,,,,,Angola,,Mossamedes,,,"10 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,May-91,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
633,9879,274366,Conidae,Conus,,fuscolineatus,,,Sowerby,1905,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mossamedia,","Saco Mar,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,May-82,Mrs. Peter R. Fleischner,25-Jun-92,Collected under rocks at 1 mtr,,,,Mrs. Peter R. Fleischner Collection
728,9853,288980,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mossolu Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
660,10034,275764,Olividae,Pseudoliva,,crassa,,,(Gmelin,1790),3,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Baba Bay,",,"5m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Apr-93,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
669,10038,275773,Nassariidae,Nassarius,,plicatellus,,,(A. Adams,1851),3,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Baia dos Tigres,",,"10m, sand & mud,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
681,10038,275785,Nassariidae,Nassarius,,vinctus,,,(Marat,1877),10,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Baia dos Tigres,",,"15-20m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
670,10038,275774,Nassariidae,Adinopsis,,skoogi,,,(Odhner,1923),1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Baia dos Tigres,",,,,,,,,,,,,,,,,,,,,,,,20,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
682,10038,275786,Olividae,Olivella,,zenospira,,,Duclos,1835,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Baia dos Tigres,",,"2-5m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
648,10034,275752,Conidae,Conus,,sp.,,,,,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Lucira Bay,",,"1m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,28-Apr-94,F. Fernandes,30-Jun-94,"marked """"Doca Sim Fundi""""",,,,Francisco Fernandes Gift
649,10034,275753,Conidae,Conus,,sp.,,,,,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Lucira Bay,",,"1m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,28-Apr-94,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
658,10034,275762,Nassariidae,Adinopsis,,skoogi,,,(Odhner,1923),2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","MotGmedes Bay,",,"10m, sand, mud,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Mar-92,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
676,10038,275780,Marginellidae,Volvarina,,ameliensis,,,(Tomlin,1917),2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Praia AmTlia, Namibe,",,"2-3m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
685,10038,275789,Marginellidae,Marginella,,carquejai,,,Gofas & Fernandes,1994,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Praia AmTlia, Namibe,",,"2-5m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1991,F. Fernandes,8-May-95,ex Fernandes paratype lot.,PARATYPE,,"J. Conch. 35(2): 113-115, figs. 14, 20.",Francisco Fernandes Gift
672,10038,275776,Turridae,Turris,,angolensis,,,Odhner,1923,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Praia AmTlia, Namibe,",,"30m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
684,10038,275788,Marginellidae,Marginella,,undulans,,,Gofas & Fernandes,1994,4,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Praia AmTlia, Namibe,",,"on rocks & in sand, 2-3m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Oct. 1987,F. Fernandes,8-May-95,ex Fernandes paratype lot.,PARATYPES,,"J. Conch. 35(2): 110-111, figs. 10, 23.",Francisco Fernandes Gift
674,10038,275778,Marginellidae,Marginella,,luculenta,,,Gofas & Fernandes,1994,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Praia AmTlia, Namibe,",,"under rocks,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
651,10034,275755,Conidae,Conus,,sp.,,,,,5,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Saco Mar, Namibe,",,"1-3m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,22-Apr-94,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
668,10038,275772,Muricidae,Muricopsis,,gofasi,,,Houart,1993,4,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Saco Mar, Namibe,",,"2m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jan. 1995,F. Fernandes,8-May-95,,,,,Francisco Fernandes Gift
650,10034,275754,Conidae,Conus,,sp.,,,,,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"MotGmedes,","Sao Nicolau,",,"1m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Nov. 1993,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
520,9714,252520,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Musselo Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,15-Dec-89,"Sand, low tide",,,,Kay C. Vaught Collection
465,,312882,Cypraeidae,Cypraea,,zonaria,,,(Gmelin,1791),1,,Atlantic,,,,,,,,,,,,,Angola,,"Mussolo Bay,",,,1.5 m,,,,,,,,,,,,,,,,,,,,,,,,,3-Feb-74,,,1349,,,,
519,9714,252518,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mussulo Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,15-Dec-89,,,,,Kay C. Vaught Collection
556,9714,253199,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Mussulo Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,"December l5, l989","Sand, l0 feet",,,,Kay C. Vaught Collection
561,9781,253394,Terebridae,Hastula,,cuspidata,,,Hinds,1844,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"N.Luanda,","Bengo River,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,4-Feb-82,Sophia Johnson,8-Jul-90,"Hand dredged at 1 meter deep, mouth of Bengo River.",,,,Johnnie Johnson Collection
560,9781,253393,Olividae,Olivella,,pulchella,,,Duclos,1835,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"N.Luanda,","Cacuaco Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,28-Feb-82,Sophia Johnson,8-Jul-90,Hand dredged at 1 meter down.,,,,Johnnie Johnson Collection
562,9781,253395,Terebridae,Hastula,,cuspidata,,,Hinds,1844,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"N.Luanda,","Cacuaco Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,6-Feb-82,Sophia Johnson,8-Jul-90,Hand dredged at 1 meter deep.,,,,Johnnie Johnson Collection
567,9781,253400,Terebridae,Terebra,,reticularis,,,Pecchioli in Sacco,1891,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"N.Luanda,","Cacuaco Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,29-Nov-81,Sophia Johnson,8-Jul-90,"Dredged at 10 meters deep, in sand-mud bottom.",,,,Johnnie Johnson Collection
438,9946,310105,Marginellidae,Marginella,,sp.,,,,,1,dived,,,,,,,,,,,,,,Angola,,Nabibe,"Saco Mar,",,"2-5 meters, rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Feb-92,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
440,9946,310107,Marginellidae,Marginella,,sp.,,,,,1,dived,,,,,,,,,,,,,,Angola,,Namibe,"Saco Mar,",,"2-5 meters, rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
641,10026,275646,Marginellidae,Prunum,,ameliensis,,,Tomlin,1917,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Namibe Province,","Praia AmTlia,",,"on rocks, 3-5m,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,M. Andrade,14-Jun-95,,,,,Old/Johnson Malacology Fund
640,10026,275645,Marginellidae,Marginella,,luculenta,,,Gofas & Fernandes,1994,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Namibe Province,","Saco Mar,",,"on rocks, 3-5m,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,20-Apr-94,M. Andrade,14-Jun-95,,,,,Old/Johnson Malacology Fund
642,10026,275647,Marginellidae,Marginella,,undulans,,,Gofas & Fernandes,1994,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Namibe Province,","Saco Mar,",,"on rocks, 3-5m,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,M. Andrade,14-Jun-95,,,,,Old/Johnson Malacology Fund
442,9946,310115,Marginellidae,Volvarina,,ameliensis,,,Tomlin,1917,1,,,,,,,,,,,,,,,Angola,,"Namibe,","Praie Amelia,",,"5 meters, rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Feb-92,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
443,9946,310116,Marginellidae,Volvarina,,peregrina,,,Gofas & Fernandes,1992,1,,,,,,,,,,,,,,,Angola,,"Namibe,","Praie Amelia,",,"Under rocks, 5-7 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Aug-87,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
